music query,noise type,noise intensity,result,NCD,expected
Post Malone - White Iverson_segment5_pink_intensity_0.25.freqs,segment5_pink,0.25,Post Malone - White Iverson.freqs,0.989279,true
Post Malone - White Iverson_segment8_pink_intensity_0.5.freqs,segment8_pink,0.5,Post Malone - White Iverson.freqs,0.993184,true
Avicii - Wake Me Up (Official Video)_segment7_brown_intensity_0.2.freqs,segment7_brown,0.2,OneRepublic - Counting Stars.freqs,1.00085,false
Travis Scott - NO BYSTANDERS (Audio)_segment10_brown_intensity_0.35.freqs,segment10_brown,0.35,Frank Ocean - White Ferrari.freqs,1.00065,false
Travis Scott - NO BYSTANDERS (Audio)_segment6_pink_intensity_0.2.freqs,segment6_pink,0.2,Travis Scott - NO BYSTANDERS (Audio).freqs,0.988899,true
Avicii - Wake Me Up (Official Video)_segment3_pink_intensity_0.15.freqs,segment3_pink,0.15,Avicii - Wake Me Up (Official Video).freqs,0.995408,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_pink_intensity_0.3.freqs,segment9_pink,0.3,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.985318,true
Travis Scott - NO BYSTANDERS (Audio)_segment8_brown_intensity_0.05.freqs,segment8_brown,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990025,true
Avicii - Wake Me Up (Official Video)_segment1_brown_intensity_0.45.freqs,segment1_brown,0.45,Gorillaz - Feel Good Inc. (Official Video).freqs,1.00027,false
Avicii - Wake Me Up (Official Video)_segment5_pink_intensity_0.4.freqs,segment5_pink,0.4,Avicii - Wake Me Up (Official Video).freqs,1.00106,true
Post Malone - White Iverson_segment1_brown_intensity_0.15.freqs,segment1_brown,0.15,Post Malone - White Iverson.freqs,1.00096,true
Post Malone - White Iverson_segment2_brown_intensity_0.1.freqs,segment2_brown,0.1,Post Malone - White Iverson.freqs,1.00063,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment4_white_intensity_0.25.freqs,segment4_white,0.25,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988142,true
Travis Scott - NO BYSTANDERS (Audio)_segment6_white_intensity_0.3.freqs,segment6_white,0.3,Travis Scott - NO BYSTANDERS (Audio).freqs,0.98936,true
Avicii - Wake Me Up (Official Video)_segment8_white_intensity_0.35.freqs,segment8_white,0.35,Avicii - Wake Me Up (Official Video).freqs,0.995633,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_pink_intensity_0.1.freqs,segment2_pink,0.1,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.992894,true
Post Malone - White Iverson_segment4_pink_intensity_0.5.freqs,segment4_pink,0.5,Post Malone - White Iverson.freqs,0.992152,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_brown_intensity_0.35.freqs,segment10_brown,0.35,Post Malone - White Iverson.freqs,1.00022,false
Avicii - Wake Me Up (Official Video)_segment7_pink_intensity_0.25.freqs,segment7_pink,0.25,Avicii - Wake Me Up (Official Video).freqs,0.996821,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_brown_intensity_0.15.freqs,segment10_brown,0.15,Post Malone - White Iverson.freqs,1.00004,false
Avicii - Wake Me Up (Official Video)_segment2_brown_intensity_0.25.freqs,segment2_brown,0.25,Post Malone - White Iverson.freqs,1.00026,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_brown_intensity_0.5.freqs,segment1_brown,0.5,Nirvana - Come As You Are (Official Music Video).freqs,1.00028,false
Post Malone - White Iverson_segment2_white_intensity_0.1.freqs,segment2_white,0.1,Post Malone - White Iverson.freqs,0.993147,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_pink_intensity_0.3.freqs,segment2_pink,0.3,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.995247,true
Avicii - Wake Me Up (Official Video)_segment1_brown_intensity_0.1.freqs,segment1_brown,0.1,Mac Miller - 2009.freqs,1.0013,false
Post Malone - White Iverson_segment4_brown_intensity_0.5.freqs,segment4_brown,0.5,Gorillaz - Feel Good Inc. (Official Video).freqs,1.00031,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_white_intensity_0.1.freqs,segment10_white,0.1,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.99793,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment7_pink_intensity_0.3.freqs,segment7_pink,0.3,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.98993,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment6_brown_intensity_0.45.freqs,segment6_brown,0.45,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.999529,true
Avicii - Wake Me Up (Official Video)_segment3_white_intensity_0.35.freqs,segment3_white,0.35,Avicii - Wake Me Up (Official Video).freqs,0.995505,true
Post Malone - White Iverson_segment6_pink_intensity_0.15.freqs,segment6_pink,0.15,Post Malone - White Iverson.freqs,0.990937,true
Avicii - Wake Me Up (Official Video)_segment3_white_intensity_0.05.freqs,segment3_white,0.05,Avicii - Wake Me Up (Official Video).freqs,0.994734,true
Post Malone - White Iverson_segment2_pink_intensity_0.5.freqs,segment2_pink,0.5,Post Malone - White Iverson.freqs,1.00136,true
Avicii - Wake Me Up (Official Video)_segment2_white_intensity_0.25.freqs,segment2_white,0.25,Avicii - Wake Me Up (Official Video).freqs,0.995601,true
Travis Scott - NO BYSTANDERS (Audio)_segment10_brown_intensity_0.3.freqs,segment10_brown,0.3,Frank Ocean - White Ferrari.freqs,0.999924,false
Avicii - Wake Me Up (Official Video)_segment7_pink_intensity_0.15.freqs,segment7_pink,0.15,Avicii - Wake Me Up (Official Video).freqs,0.995023,true
Travis Scott - NO BYSTANDERS (Audio)_segment6_white_intensity_0.1.freqs,segment6_white,0.1,Travis Scott - NO BYSTANDERS (Audio).freqs,0.99028,true
Post Malone - White Iverson_segment8_pink_intensity_0.45.freqs,segment8_pink,0.45,Post Malone - White Iverson.freqs,0.991858,true
Avicii - Wake Me Up (Official Video)_segment5_brown_intensity_0.05.freqs,segment5_brown,0.05,Avicii - Wake Me Up (Official Video).freqs,0.998908,true
Post Malone - White Iverson_segment1_pink_intensity_0.15.freqs,segment1_pink,0.15,Post Malone - White Iverson.freqs,0.996758,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_pink_intensity_0.25.freqs,segment1_pink,0.25,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.994071,true
Post Malone - White Iverson_segment1_brown_intensity_0.45.freqs,segment1_brown,0.45,Mac Miller - 2009.freqs,1.00095,false
Post Malone - White Iverson_segment6_brown_intensity_0.2.freqs,segment6_brown,0.2,Post Malone - White Iverson.freqs,0.996058,true
Avicii - Wake Me Up (Official Video)_segment4_white_intensity_0.1.freqs,segment4_white,0.1,Avicii - Wake Me Up (Official Video).freqs,0.995986,true
Travis Scott - NO BYSTANDERS (Audio)_segment2_brown_intensity_0.25.freqs,segment2_brown,0.25,Travis Scott - NO BYSTANDERS (Audio).freqs,0.992634,true
Avicii - Wake Me Up (Official Video)_segment3_white_intensity_0.3.freqs,segment3_white,0.3,Avicii - Wake Me Up (Official Video).freqs,0.995312,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_pink_intensity_0.05.freqs,segment9_pink,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990894,true
Avicii - Wake Me Up (Official Video)_segment2_brown_intensity_0.15.freqs,segment2_brown,0.15,Mac Miller - 2009.freqs,1.00136,false
Post Malone - White Iverson_segment2_brown_intensity_0.15.freqs,segment2_brown,0.15,Post Malone - White Iverson.freqs,1.00239,true
Travis Scott - NO BYSTANDERS (Audio)_segment7_pink_intensity_0.35.freqs,segment7_pink,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.989871,true
Travis Scott - NO BYSTANDERS (Audio)_segment8_white_intensity_0.4.freqs,segment8_white,0.4,Travis Scott - NO BYSTANDERS (Audio).freqs,0.988797,true
Post Malone - White Iverson_segment7_white_intensity_0.4.freqs,segment7_white,0.4,Post Malone - White Iverson.freqs,0.991968,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_pink_intensity_0.25.freqs,segment9_pink,0.25,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990587,true
Post Malone - White Iverson_segment5_pink_intensity_0.45.freqs,segment5_pink,0.45,Post Malone - White Iverson.freqs,0.991158,true
Post Malone - White Iverson_segment9_brown_intensity_0.5.freqs,segment9_brown,0.5,Sabrina Carpenter - Espresso (Official Video).freqs,1.00088,false
Travis Scott - NO BYSTANDERS (Audio)_segment5_white_intensity_0.1.freqs,segment5_white,0.1,Travis Scott - NO BYSTANDERS (Audio).freqs,0.991048,true
Post Malone - White Iverson_segment5_brown_intensity_0.05.freqs,segment5_brown,0.05,Post Malone - White Iverson.freqs,0.989205,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_brown_intensity_0.4.freqs,segment9_brown,0.4,Travis Scott - NO BYSTANDERS (Audio).freqs,0.997084,true
Post Malone - White Iverson_segment10_white_intensity_0.2.freqs,segment10_white,0.2,Post Malone - White Iverson.freqs,0.999595,true
Post Malone - White Iverson_segment4_pink_intensity_0.45.freqs,segment4_pink,0.45,Post Malone - White Iverson.freqs,0.992005,true
Travis Scott - NO BYSTANDERS (Audio)_segment1_white_intensity_0.45.freqs,segment1_white,0.45,Travis Scott - NO BYSTANDERS (Audio).freqs,0.987671,true
Post Malone - White Iverson_segment2_white_intensity_0.35.freqs,segment2_white,0.35,Post Malone - White Iverson.freqs,0.995689,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment3_pink_intensity_0.15.freqs,segment3_pink,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989836,true
Avicii - Wake Me Up (Official Video)_segment8_white_intensity_0.2.freqs,segment8_white,0.2,Avicii - Wake Me Up (Official Video).freqs,0.996115,true
Travis Scott - NO BYSTANDERS (Audio)_segment6_white_intensity_0.4.freqs,segment6_white,0.4,Travis Scott - NO BYSTANDERS (Audio).freqs,0.98936,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_brown_intensity_0.05.freqs,segment9_brown,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990076,true
Travis Scott - NO BYSTANDERS (Audio)_segment1_brown_intensity_0.2.freqs,segment1_brown,0.2,Travis Scott - NO BYSTANDERS (Audio).freqs,0.992582,true
Avicii - Wake Me Up (Official Video)_segment6_white_intensity_0.15.freqs,segment6_white,0.15,Avicii - Wake Me Up (Official Video).freqs,0.993739,true
Post Malone - White Iverson_segment4_white_intensity_0.25.freqs,segment4_white,0.25,Post Malone - White Iverson.freqs,0.990715,true
Post Malone - White Iverson_segment9_white_intensity_0.3.freqs,segment9_white,0.3,Post Malone - White Iverson.freqs,0.9944,true
Travis Scott - NO BYSTANDERS (Audio)_segment10_pink_intensity_0.45.freqs,segment10_pink,0.45,Travis Scott - NO BYSTANDERS (Audio).freqs,1.0001,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment8_pink_intensity_0.15.freqs,segment8_pink,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989977,true
Avicii - Wake Me Up (Official Video)_segment10_white_intensity_0.1.freqs,segment10_white,0.1,Avicii - Wake Me Up (Official Video).freqs,0.995473,true
Post Malone - White Iverson_segment8_pink_intensity_0.1.freqs,segment8_pink,0.1,Post Malone - White Iverson.freqs,0.991342,true
Travis Scott - NO BYSTANDERS (Audio)_segment4_brown_intensity_0.35.freqs,segment4_brown,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.994475,true
Avicii - Wake Me Up (Official Video)_segment4_brown_intensity_0.05.freqs,segment4_brown,0.05,Avicii - Wake Me Up (Official Video).freqs,0.999294,true
Post Malone - White Iverson_segment4_white_intensity_0.4.freqs,segment4_white,0.4,Post Malone - White Iverson.freqs,0.990752,true
Travis Scott - NO BYSTANDERS (Audio)_segment1_white_intensity_0.35.freqs,segment1_white,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.985625,true
Avicii - Wake Me Up (Official Video)_segment1_white_intensity_0.2.freqs,segment1_white,0.2,Avicii - Wake Me Up (Official Video).freqs,0.995794,true
Avicii - Wake Me Up (Official Video)_segment9_brown_intensity_0.5.freqs,segment9_brown,0.5,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars.freqs,0.999473,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment6_pink_intensity_0.15.freqs,segment6_pink,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988048,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment7_brown_intensity_0.25.freqs,segment7_brown,0.25,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993224,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_pink_intensity_0.3.freqs,segment10_pink,0.3,OneRepublic - Counting Stars.freqs,1.00034,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment7_white_intensity_0.3.freqs,segment7_white,0.3,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988848,true
Avicii - Wake Me Up (Official Video)_segment4_white_intensity_0.3.freqs,segment4_white,0.3,Avicii - Wake Me Up (Official Video).freqs,0.996468,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_pink_intensity_0.25.freqs,segment2_pink,0.25,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993694,true
Post Malone - White Iverson_segment9_brown_intensity_0.45.freqs,segment9_brown,0.45,Sabrina Carpenter - Espresso (Official Video).freqs,1.00126,false
Travis Scott - NO BYSTANDERS (Audio)_segment4_brown_intensity_0.05.freqs,segment4_brown,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.989871,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_brown_intensity_0.2.freqs,segment9_brown,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988048,true
Avicii - Wake Me Up (Official Video)_segment10_pink_intensity_0.45.freqs,segment10_pink,0.45,Avicii - Wake Me Up (Official Video).freqs,1.00135,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_pink_intensity_0.3.freqs,segment9_pink,0.3,Travis Scott - NO BYSTANDERS (Audio).freqs,0.989564,true
Travis Scott - NO BYSTANDERS (Audio)_segment2_pink_intensity_0.35.freqs,segment2_pink,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.984346,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_white_intensity_0.45.freqs,segment9_white,0.45,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990229,true
Avicii - Wake Me Up (Official Video)_segment2_white_intensity_0.15.freqs,segment2_white,0.15,Avicii - Wake Me Up (Official Video).freqs,0.99345,true
Travis Scott - NO BYSTANDERS (Audio)_segment4_white_intensity_0.05.freqs,segment4_white,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.989155,true
Post Malone - White Iverson_segment10_pink_intensity_0.1.freqs,segment10_pink,0.1,Post Malone - White Iverson.freqs,1,true
Post Malone - White Iverson_segment8_brown_intensity_0.3.freqs,segment8_brown,0.3,Post Malone - White Iverson.freqs,0.999963,true
Post Malone - White Iverson_segment10_brown_intensity_0.2.freqs,segment10_brown,0.2,System of a Down - Chop Suey (Remastered 2021).freqs,1.00048,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_pink_intensity_0.2.freqs,segment9_pink,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.985836,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment3_pink_intensity_0.35.freqs,segment3_pink,0.35,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.990259,true
Avicii - Wake Me Up (Official Video)_segment1_pink_intensity_0.45.freqs,segment1_pink,0.45,OneRepublic - Counting Stars.freqs,1.00194,false
Post Malone - White Iverson_segment8_pink_intensity_0.3.freqs,segment8_pink,0.3,Post Malone - White Iverson.freqs,0.991084,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment3_brown_intensity_0.1.freqs,segment3_brown,0.1,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.990165,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_brown_intensity_0.5.freqs,segment9_brown,0.5,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.997553,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment8_white_intensity_0.1.freqs,segment8_white,0.1,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989977,true
Travis Scott - NO BYSTANDERS (Audio)_segment4_brown_intensity_0.3.freqs,segment4_brown,0.3,Travis Scott - NO BYSTANDERS (Audio).freqs,0.994833,true
Post Malone - White Iverson_segment3_pink_intensity_0.1.freqs,segment3_pink,0.1,Post Malone - White Iverson.freqs,0.990273,true
Avicii - Wake Me Up (Official Video)_segment5_pink_intensity_0.1.freqs,segment5_pink,0.1,Avicii - Wake Me Up (Official Video).freqs,0.994285,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment8_white_intensity_0.2.freqs,segment8_white,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.9904,true
Avicii - Wake Me Up (Official Video)_segment5_white_intensity_0.05.freqs,segment5_white,0.05,Avicii - Wake Me Up (Official Video).freqs,0.994959,true
Travis Scott - NO BYSTANDERS (Audio)_segment5_white_intensity_0.4.freqs,segment5_white,0.4,Travis Scott - NO BYSTANDERS (Audio).freqs,0.993043,true
Avicii - Wake Me Up (Official Video)_segment3_pink_intensity_0.25.freqs,segment3_pink,0.25,Avicii - Wake Me Up (Official Video).freqs,0.996661,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_brown_intensity_0.45.freqs,segment10_brown,0.45,Frank Ocean - White Ferrari.freqs,0.999506,false
Travis Scott - NO BYSTANDERS (Audio)_segment10_white_intensity_0.45.freqs,segment10_white,0.45,Travis Scott - NO BYSTANDERS (Audio).freqs,0.997186,true
Travis Scott - NO BYSTANDERS (Audio)_segment3_brown_intensity_0.05.freqs,segment3_brown,0.05,Travis Scott - NO BYSTANDERS (Audio).freqs,0.984551,true
Post Malone - White Iverson_segment9_brown_intensity_0.2.freqs,segment9_brown,0.2,OneRepublic - Counting Stars.freqs,1.00272,false
Travis Scott - NO BYSTANDERS (Audio)_segment4_brown_intensity_0.1.freqs,segment4_brown,0.1,Travis Scott - NO BYSTANDERS (Audio).freqs,0.988899,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_white_intensity_0.05.freqs,segment9_white,0.05,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.98466,true
Post Malone - White Iverson_segment9_white_intensity_0.45.freqs,segment9_white,0.45,Post Malone - White Iverson.freqs,0.994658,true
Post Malone - White Iverson_segment3_white_intensity_0.15.freqs,segment3_white,0.15,Post Malone - White Iverson.freqs,0.990089,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_white_intensity_0.4.freqs,segment9_white,0.4,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.985507,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment5_pink_intensity_0.5.freqs,segment5_pink,0.5,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988565,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment7_brown_intensity_0.35.freqs,segment7_brown,0.35,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.996847,true
Avicii - Wake Me Up (Official Video)_segment8_pink_intensity_0.15.freqs,segment8_pink,0.15,Avicii - Wake Me Up (Official Video).freqs,0.996372,true
Post Malone - White Iverson_segment9_brown_intensity_0.4.freqs,segment9_brown,0.4,Coldplay - Viva La Vida (Official Video).freqs,1.00128,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment4_white_intensity_0.2.freqs,segment4_white,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988283,true
Post Malone - White Iverson_segment1_pink_intensity_0.45.freqs,segment1_pink,0.45,Post Malone - White Iverson.freqs,1.00007,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_white_intensity_0.35.freqs,segment1_white,0.35,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989883,true
Travis Scott - NO BYSTANDERS (Audio)_segment4_pink_intensity_0.5.freqs,segment4_pink,0.5,Travis Scott - NO BYSTANDERS (Audio).freqs,0.988541,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment3_white_intensity_0.2.freqs,segment3_white,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989883,true
Avicii - Wake Me Up (Official Video)_segment1_white_intensity_0.15.freqs,segment1_white,0.15,Avicii - Wake Me Up (Official Video).freqs,0.996596,true
Avicii - Wake Me Up (Official Video)_segment2_pink_intensity_0.2.freqs,segment2_pink,0.2,Avicii - Wake Me Up (Official Video).freqs,0.999165,true
Avicii - Wake Me Up (Official Video)_segment7_white_intensity_0.2.freqs,segment7_white,0.2,Avicii - Wake Me Up (Official Video).freqs,0.994702,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_white_intensity_0.3.freqs,segment1_white,0.3,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989742,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment8_pink_intensity_0.05.freqs,segment8_pink,0.05,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989506,true
Avicii - Wake Me Up (Official Video)_segment3_pink_intensity_0.3.freqs,segment3_pink,0.3,Avicii - Wake Me Up (Official Video).freqs,0.99772,true
Avicii - Wake Me Up (Official Video)_segment1_white_intensity_0.3.freqs,segment1_white,0.3,Avicii - Wake Me Up (Official Video).freqs,0.996596,true
Travis Scott - NO BYSTANDERS (Audio)_segment10_white_intensity_0.1.freqs,segment10_white,0.1,Travis Scott - NO BYSTANDERS (Audio).freqs,0.995549,true
Avicii - Wake Me Up (Official Video)_segment3_white_intensity_0.15.freqs,segment3_white,0.15,Avicii - Wake Me Up (Official Video).freqs,0.995376,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment10_white_intensity_0.45.freqs,segment10_white,0.45,Playboi Carti - Magnolia (Official Video).freqs,0.997515,false
Avicii - Wake Me Up (Official Video)_segment4_pink_intensity_0.2.freqs,segment4_pink,0.2,Avicii - Wake Me Up (Official Video).freqs,0.998298,true
Post Malone - White Iverson_segment4_pink_intensity_0.35.freqs,segment4_pink,0.35,Post Malone - White Iverson.freqs,0.991305,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment4_brown_intensity_0.4.freqs,segment4_brown,0.4,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.997318,true
Post Malone - White Iverson_segment6_brown_intensity_0.05.freqs,segment6_brown,0.05,Post Malone - White Iverson.freqs,0.991305,true
Avicii - Wake Me Up (Official Video)_segment1_brown_intensity_0.3.freqs,segment1_brown,0.3,Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video).freqs,1.00013,false
Avicii - Wake Me Up (Official Video)_segment7_brown_intensity_0.4.freqs,segment7_brown,0.4,OneRepublic - Counting Stars.freqs,1.00048,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment9_brown_intensity_0.25.freqs,segment9_brown,0.25,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.990589,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_white_intensity_0.35.freqs,segment2_white,0.35,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993412,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_white_intensity_0.1.freqs,segment2_white,0.1,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.992424,true
Avicii - Wake Me Up (Official Video)_segment10_pink_intensity_0.1.freqs,segment10_pink,0.1,Avicii - Wake Me Up (Official Video).freqs,0.997207,true
Post Malone - White Iverson_segment8_brown_intensity_0.4.freqs,segment8_brown,0.4,Post Malone - White Iverson.freqs,1.00077,true
Post Malone - White Iverson_segment7_brown_intensity_0.15.freqs,segment7_brown,0.15,Post Malone - White Iverson.freqs,0.994879,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment3_white_intensity_0.15.freqs,segment3_white,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.988659,true
Post Malone - White Iverson_segment10_brown_intensity_0.3.freqs,segment10_brown,0.3,OneRepublic - Counting Stars.freqs,1.00024,false
Post Malone - White Iverson_segment3_pink_intensity_0.45.freqs,segment3_pink,0.45,Post Malone - White Iverson.freqs,0.992668,true
Avicii - Wake Me Up (Official Video)_segment10_brown_intensity_0.1.freqs,segment10_brown,0.1,Gorillaz - Feel Good Inc. (Official Video).freqs,1.00164,false
Travis Scott - NO BYSTANDERS (Audio)_segment10_brown_intensity_0.25.freqs,segment10_brown,0.25,SUR LE PONT dAVIGNON -- Mach-Hommy Conductor Williams [OFFICIAL MUSIC VIDEO].freqs,0.999784,false
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_pink_intensity_0.2.freqs,segment1_pink,0.2,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993177,true
Avicii - Wake Me Up (Official Video)_segment10_brown_intensity_0.2.freqs,segment10_brown,0.2,Frank Ocean - White Ferrari.freqs,1.00156,false
Post Malone - White Iverson_segment10_pink_intensity_0.5.freqs,segment10_pink,0.5,OneRepublic - Counting Stars.freqs,1.00129,false
Travis Scott - NO BYSTANDERS (Audio)_segment9_white_intensity_0.4.freqs,segment9_white,0.4,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990178,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment7_white_intensity_0.15.freqs,segment7_white,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.989224,true
Travis Scott - NO BYSTANDERS (Audio)_segment3_brown_intensity_0.1.freqs,segment3_brown,0.1,Travis Scott - NO BYSTANDERS (Audio).freqs,0.985114,true
Travis Scott - NO BYSTANDERS (Audio)_segment5_brown_intensity_0.35.freqs,segment5_brown,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.99514,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment2_pink_intensity_0.5.freqs,segment2_pink,0.5,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993741,true
Travis Scott - NO BYSTANDERS (Audio)_segment8_white_intensity_0.35.freqs,segment8_white,0.35,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990638,true
Travis Scott - NO BYSTANDERS (Audio)_segment7_white_intensity_0.15.freqs,segment7_white,0.15,Travis Scott - NO BYSTANDERS (Audio).freqs,0.988336,true
Avicii - Wake Me Up (Official Video)_segment9_pink_intensity_0.4.freqs,segment9_pink,0.4,Avicii - Wake Me Up (Official Video).freqs,1.00231,true
The Weeknd Timeless with Playboi Carti (Official Music Video)_segment1_pink_intensity_0.15.freqs,segment1_pink,0.15,The Weeknd Timeless with Playboi Carti (Official Music Video).freqs,0.993177,true
Avicii - Wake Me Up (Official Video)_segment4_pink_intensity_0.1.freqs,segment4_pink,0.1,Avicii - Wake Me Up (Official Video).freqs,0.996532,true
Avicii - Wake Me Up (Official Video)_segment5_brown_intensity_0.1.freqs,segment5_brown,0.1,Djo - End Of Beginning.freqs,1.00076,false
Post Malone - White Iverson_segment1_white_intensity_0.5.freqs,segment1_white,0.5,Post Malone - White Iverson.freqs,0.996095,true
Travis Scott - NO BYSTANDERS (Audio)_segment9_pink_intensity_0.5.freqs,segment9_pink,0.5,Travis Scott - NO BYSTANDERS (Audio).freqs,0.990741,true
Post Malone - White Iverson_segment2_white_intensity_0.05.freqs,segment2_white,0.05,Post Malone - White Iverson.freqs,0.992595,true
